Datetime,Open,High,Low,Close,Volume,ticker
2021-03-18 09:15:00+05:30,2071.94995117187,2084.35009765625,2067.85009765625,2072.55004882813,521556,RELIANCE.NS
2021-03-18 09:30:00+05:30,2072.60009765625,2072.80004882812,2068.30004882812,2070.80004882812,336400,RELIANCE.NS
2021-03-18 09:45:00+05:30,2070.80004882812,2071.5,2062,2066.10009765625,446415,RELIANCE.NS
2021-03-18 10:00:00+05:30,2066.10009765625,2069.94995117187,2063.85009765625,2064.89990234375,398852,RELIANCE.NS
2021-03-18 10:15:00+05:30,2064.64990234375,2066.44995117187,2051,2054,484569,RELIANCE.NS
2021-03-18 10:30:00+05:30,2053.94995117187,2054,2042.19995117188,2043.75,384288,RELIANCE.NS
2021-03-18 10:45:00+05:30,2043.75,2048.89990234375,2043.30004882812,2044.5,194586,RELIANCE.NS
2021-03-18 11:00:00+05:30,2044.30004882812,2048.39990234375,2043,2044.94995117187,150280,RELIANCE.NS
2021-03-18 11:15:00+05:30,2044.94995117187,2048.80004882812,2043.69995117188,2047.59997558594,118263,RELIANCE.NS
2021-03-18 11:30:00+05:30,2047.19995117187,2050.64990234375,2038.25,2038.25,323107,RELIANCE.NS
2021-03-18 11:45:00+05:30,2038.90002441406,2045.90002441406,2036.30004882812,2044.59997558594,212613,RELIANCE.NS
2021-03-18 12:00:00+05:30,2044.55004882813,2052.35009765625,2043,2050.94995117188,235764,RELIANCE.NS
2021-03-18 12:15:00+05:30,2051.05004882813,2053.30004882812,2044.69995117187,2049.64990234375,221346,RELIANCE.NS
2021-03-18 12:30:00+05:30,2049.55004882812,2049.94995117187,2045.34997558594,2047,109554,RELIANCE.NS
2021-03-18 12:45:00+05:30,2046.55004882812,2048.44995117187,2042.25,2045.15002441406,132784,RELIANCE.NS
2021-03-18 13:00:00+05:30,2044.5,2045.94995117187,2037.19995117187,2038.05004882812,190424,RELIANCE.NS
2021-03-18 13:15:00+05:30,2038.44995117187,2039.19995117187,2028.05004882812,2032.5,358393,RELIANCE.NS
2021-03-18 13:30:00+05:30,2032.5,2035.80004882813,2023,2032,373758,RELIANCE.NS
2021-03-18 13:45:00+05:30,2031.94995117187,2041,2023.30004882812,2024.55004882813,428956,RELIANCE.NS
2021-03-18 14:00:00+05:30,2024.30004882812,2027.65002441406,2014.34997558594,2015.59997558594,576770,RELIANCE.NS
2021-03-18 14:15:00+05:30,2014.90002441406,2022,2014.34997558594,2020.5,555254,RELIANCE.NS
2021-03-18 14:30:00+05:30,2020.40002441406,2023.65002441406,2008.94995117187,2012,401474,RELIANCE.NS
2021-03-18 14:45:00+05:30,2011.59997558594,2011.80004882813,2006,2006.65002441406,345756,RELIANCE.NS
2021-03-18 15:00:00+05:30,2006.34997558594,2014,2001,2013.69995117187,827390,RELIANCE.NS
2021-03-18 15:15:00+05:30,2013.80004882812,2016.40002441406,2008.05004882812,2011,704112,RELIANCE.NS
2021-03-19 09:15:00+05:30,1991.09997558594,2008.80004882812,1983.65002441406,1989.84997558594,599662,RELIANCE.NS
2021-03-19 09:30:00+05:30,1989.59997558594,1994,1985.75,1989.5,585118,RELIANCE.NS
2021-03-19 09:45:00+05:30,1989.84997558594,2001.80004882812,1988.5,2001.65002441406,404763,RELIANCE.NS
2021-03-19 10:00:00+05:30,2001.80004882812,2013.34997558594,2001,2002.59997558594,601484,RELIANCE.NS
2021-03-19 10:15:00+05:30,2002.65002441406,2006.40002441406,1994,2003.34997558594,370113,RELIANCE.NS
2021-03-19 10:30:00+05:30,2003.59997558594,2007,2000.09997558594,2005.55004882812,312008,RELIANCE.NS
2021-03-19 10:45:00+05:30,2005.19995117188,2024.44995117188,2005,2022.40002441406,569576,RELIANCE.NS
2021-03-19 11:00:00+05:30,2023,2029,2020,2020.44995117188,371360,RELIANCE.NS
